ID,YEAR,VIN_1,VIN_2,VIN_3,VIN_15,VIN_16,VIN_17,ENGINE_VOLUME,FUEL_TYPE,BODY_TYPE,TYPE_OF_DRIVE,INTERIOR_TYPE,TRANSM_TYPE,AUTO_CONDITION,AVG_COST,ESTIM_COST
3863,4,J,T,E,5,0,5,2.7,Бензин-Газ,Внедорожник,Полный привод,ВЕЛЮР,АКПП,Хорошее,9682022.472,9593000
3864,13,4,T,1,5,6,1,3,Бензин,Седан,Передний привод,КОЖА,АКПП,Хорошее,2732142.857,2270000
3865,5,J,T,E,5,2,2,3.5,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Удовлетворительное,9453086.42,8535000
3866,8,J,M,Z,5,6,6,2.3,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Удовлетворительное,3300000,2995000
3867,2,Z,9,4,1,3,8,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,3097619.048,2706000
3868,1,X,7,L,6,9,5,1.6,Бензин-Газ,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Хорошее,2602380.952,2940000
3869,9,M,H,F,1,3,0,2.7,Бензин,Внедорожник,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,5147435.897,4527000
3870,2,X,W,7,4,8,0,2,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,6483908.046,5648000
3871,8,J,T,D,3,6,3,1.3,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2511538.462,2008000
3872,3,X,W,7,1,9,6,2.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,6804395.604,6030000
3873,10,J,T,H,6,2,3,3,Бензин,Седан,Задний привод,КОЖА,АКПП,Удовлетворительное,4386046.512,3591000
3874,2,T,M,A,8,3,0,2,Бензин,Кроссовер,Передний привод,ВЕЛЮР,МКПП,Отличное,5674444.444,5000000
3875,9,K,M,H,8,2,7,1.4,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Хорошее,1436904.762,1224000
3876,14,4,T,1,0,7,9,3,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,2550617.284,2006000
3877,3,X,W,8,7,8,8,1.4,Бензин,Кроссовер,Передний привод,ВЕЛЮР,АКПП,Хорошее,5464705.882,5500000
3878,15,J,T,J,8,2,5,3,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Удовлетворительное,3186419.753,2506000
3879,1,X,W,8,1,5,0,1.2,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,3335897.436,2724000
3880,9,J,T,N,7,3,2,3.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Хорошее,3732142.857,3249000
3881,9,6,T,1,5,0,5,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3246913.58,2880000
3882,14,J,T,H,6,5,6,3,Бензин-Газ,Седан,Передний привод,КОЖА,АКПП,Хорошее,2994594.595,2419000
3883,12,4,T,1,1,1,2,3,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2782142.857,2287000
3884,13,W,B,A,1,4,6,3,Бензин,Седан,Задний привод,КОЖА,АКПП,Удовлетворительное,3112790.698,2700000
3885,11,J,T,D,6,0,2,3,Бензин,Седан,Передний привод,КОЖА,АКПП,Хорошее,3170238.095,2673000
3886,3,Z,9,4,7,8,3,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2725000,2394000
3887,1,X,7,L,3,3,3,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Отличное,2825274.725,3000000
3888,6,Z,8,N,9,4,1,2.5,Бензин-Газ,Седан,Полный привод,КОЖА,АКПП,Удовлетворительное,4186046.512,3669000
3889,9,J,T,N,0,7,0,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2530588.235,2183000
3890,8,W,V,W,5,9,8,1.8,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,2946341.463,2200000
3891,6,K,N,M,0,0,5,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Хорошее,2192857.143,1935000
3892,15,J,M,Z,1,7,3,2,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,1535365.854,1000000
3893,4,J,T,H,5,8,2,3.5,Бензин,Седан,Полный привод,КОЖА,АКПП,Отличное,11431111.11,10350000
3894,2,Z,8,N,4,4,1,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2782142.857,2673000
3895,9,W,V,W,3,6,5,2,Бензин,Седан,Передний привод,КОМБИНИРОВАННЫЙ,АКПП,Удовлетворительное,2553658.537,2210000
3896,2,X,W,7,6,6,0,2,Бензин,Седан,Передний привод,КОЖА,АКПП,Отличное,6070526.316,5767000
3897,3,U,5,Y,3,6,4,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,КОМБИНИРОВАННЫЙ,АКПП,Хорошее,3628089.888,3321000
3898,4,K,L,1,2,2,1,1.4,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Хорошее,1975000,1821000
3899,8,2,T,1,6,2,8,1.8,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2953846.154,2462000
3900,4,4,T,1,2,9,2,2.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,5885714.286,5136000
3901,9,1,N,4,9,1,4,2.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Хорошее,2327848.101,2228000
3902,4,K,L,1,2,2,1,1.4,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Хорошее,1975000,1821000
3903,15,W,D,B,8,3,8,2,Бензин,Седан,Задний привод,ВЕЛЮР,АКПП,Хорошее,2053571.429,1909000
3904,2,X,W,7,0,5,5,2,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,6529885.057,5530000
3905,2,Z,9,4,2,4,1,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3753658.537,3131000
3906,2,S,A,L,8,5,8,3,Дизель,Внедорожник,Полный привод,КОЖА,АКПП,Удовлетворительное,15898837.21,12090000
3907,16,W,D,C,9,9,3,3.2,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Хорошее,2291860.465,2000000
3908,9,S,J,N,9,9,6,2,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Хорошее,3526190.476,3056000
3909,8,2,T,1,4,0,8,1.8,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,2918072.289,2848000
3910,15,W,D,B,6,6,2,3.2,Бензин,Седан,Задний привод,КОЖА,АКПП,Отличное,2600000,2000000
3911,8,K,M,H,8,9,0,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,1919101.124,1900000
3912,8,J,N,1,5,1,0,2,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,4393902.439,3757000
3913,15,W,A,U,6,6,9,2.4,Бензин,Универсал,Передний привод,ВЕЛЮР,АКПП,Хорошее,1882142.857,1500000
3914,9,6,T,1,7,2,0,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,3236904.762,2822000
3915,11,J,T,E,1,7,3,4,Бензин,Внедорожник,Полный привод,ВЕЛЮР,АКПП,Хорошее,5683333.333,4400000
3916,5,4,T,1,4,0,7,2.5,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,4540229.885,3933000
3917,3,X,7,L,9,0,1,1.6,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,1844444.444,1600000
3918,3,X,U,F,0,6,7,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,2343589.744,1995000
3919,6,W,D,D,3,7,0,1.8,Бензин,Седан,Задний привод,КОЖА,АКПП,Удовлетворительное,5848837.209,5354000
3920,8,S,J,N,0,9,6,2,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Удовлетворительное,3584883.721,3175000
3921,3,K,M,H,2,8,0,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,3777777.778,3564000
3922,9,4,T,1,6,0,9,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3670512.821,3060000
3923,15,W,D,B,0,2,6,2.6,Бензин,Седан,Задний привод,КОЖА,МКПП,Удовлетворительное,1800000,1480000
3924,10,J,F,1,3,0,6,3,Бензин,Универсал,Полный привод,КОЖА,АКПП,Хорошее,3742857.143,3284000
3925,2,J,T,M,8,1,6,4.6,Бензин-Газ,Внедорожник,Полный привод,КОЖА,АКПП,Отличное,18830526.32,17514000
3926,4,K,L,1,4,9,0,1.8,Бензин,Седан,Передний привод,КОЖА,АКПП,Хорошее,2926190.476,2738000
3927,5,M,R,0,9,1,6,2.5,Дизель,Пикап,Полный привод,ВЕЛЮР,МКПП,Удовлетворительное,5100000,4800000
3928,4,X,9,F,5,7,3,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,2628767.123,2400000
3929,9,6,T,1,9,4,8,2.4,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,3420987.654,3029000
3930,10,J,T,H,6,7,4,3,Бензин,Седан,Полный привод,КОЖА,АКПП,Хорошее,4259523.81,3534000
3931,10,J,M,B,4,0,2,1.3,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Хорошее,1563095.238,1300000
3932,15,W,V,W,4,3,2,2,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,1812820.513,1500000
3933,5,W,V,W,5,0,2,1.8,Бензин,Седан,Передний привод,КОМБИНИРОВАННЫЙ,АКПП,Удовлетворительное,4214942.529,3612000
3934,14,J,M,Z,4,6,6,2.3,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,1732051.282,1619000
3935,3,K,L,1,9,7,9,1.8,Бензин,Минивэн,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,4048717.949,3346000
3936,13,K,N,E,8,8,7,1.3,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,1374358.974,900000
3937,4,J,M,B,9,3,0,3,Бензин,Внедорожник,Полный привод,КОЖА,АКПП,Отличное,7841000,7600000
3938,6,K,L,1,8,9,2,1.8,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2519047.619,2100000
3939,9,W,D,B,1,7,7,3.5,Бензин,Седан,Полный привод,КОЖА,АКПП,Хорошее,4598809.524,3933000
3940,9,J,T,N,5,7,5,2.4,Бензин,Седан,Передний привод,КОЖА,АКПП,Отличное,3475555.556,3240000
3941,5,X,W,8,3,6,4,1.4,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,3343209.877,2700000
3942,13,1,Y,V,7,6,9,2.3,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,1598765.432,1400000
3943,9,4,T,1,9,0,7,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,3248809.524,2881000
3944,5,K,N,A,8,5,4,1.4,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,МКПП,Хорошее,2197619.048,2006000
3945,5,K,N,A,3,4,5,2,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3301219.512,3300000
3946,9,J,T,N,3,2,0,3.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Хорошее,3730952.381,3134000
3947,9,J,M,Y,8,9,8,3,Бензин,Внедорожник,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,5275324.675,4505000
3948,10,J,F,1,3,1,5,2,Бензин,Седан,Полный привод,ВЕЛЮР,АКПП,Хорошее,2285714.286,2109000
3949,5,T,M,B,0,7,6,1.8,Бензин,Седан,Передний привод,КОЖА,АКПП,Хорошее,3890476.19,3437000
3950,10,J,T,H,3,2,3,3,Бензин,Седан,Задний привод,ВЕЛЮР,АКПП,Удовлетворительное,4054878.049,3483000
3951,10,4,T,1,1,0,3,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3273076.923,2785000
3952,9,S,B,1,0,7,2,1.8,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Хорошее,2739285.714,2394000
3953,14,W,D,B,1,7,8,2,Бензин,Седан,Задний привод,КОЖА,АКПП,Удовлетворительное,2449397.59,1832000
3954,8,K,M,H,7,3,5,1.4,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Хорошее,1809876.543,1520000
3955,7,J,F,1,5,6,5,2.5,Бензин-Газ,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Хорошее,4272619.048,3839000
3956,15,J,F,1,1,0,5,2.5,Бензин,Универсал,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,1942307.692,1580000
3957,9,K,N,M,6,8,5,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Отличное,1918888.889,1800000
3958,14,T,M,B,6,2,4,2,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,1781707.317,1303000
3959,13,J,T,J,2,0,0,3.3,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Удовлетворительное,4215662.651,3435000
3960,3,K,L,1,2,1,2,1.8,Бензин,Универсал,Передний привод,КОМБИНИРОВАННЫЙ,АКПП,Удовлетворительное,3515853.659,3060000
3961,12,2,T,2,1,6,8,3.3,Бензин-Газ,Кроссовер,Полный привод,КОЖА,АКПП,Удовлетворительное,4391860.465,3796000
3962,4,K,N,A,9,8,3,1.2,Бензин-Газ,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Отличное,2253260.87,2081000
3963,2,K,M,H,8,7,5,1.8,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,4682558.14,4061000
3964,10,J,M,B,1,4,9,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,1634523.81,1500000
3965,13,4,S,3,2,8,7,2.5,Бензин,Универсал,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,2524358.974,1701000
3966,9,J,T,D,2,0,3,1.8,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2411111.111,1990000
